,Audience_score_squareroot,Expert_Indication,Audience_indication,movieRank
54,0.9695359714832658,5.85,0.0036000000000000064,41
55,0.9219544457292888,4.33,0.7224999999999999,48
56,0.7549834435270749,1.73,0.32489999999999997,71
57,0.8544003745317531,5.58,0.0729,93
58,0.9219544457292888,6.35,0.022500000000000006,42
59,0.916515138991168,1.5699999999999998,0.7055999999999999,95
60,0.9055385138137416,6.26,0.03240000000000002,64
61,0.6708203932499369,5.79,0.30250000000000005,57
62,0.9486832980505138,3.23,0.009999999999999995,67
63,0.8,4.51,0.4096,100
64,0.9539392014169457,1.94,0.008099999999999994,9
65,0.9695359714832658,5.9399999999999995,0.0036000000000000064,8
66,0.7745966692414834,3.64,0.16000000000000003,84
67,0.848528137423857,3.73,0.07840000000000001,72
68,0.714142842854285,2.94,0.2601,11
69,0.9746794344808963,1.9100000000000001,0.9025,22
70,0.9327379053088815,1.35,0.016900000000000002,39
71,0.8426149773176358,3.2199999999999998,0.5041,68
72,0.8306623862918074,4.67,0.09610000000000003,79
73,0.9219544457292888,3.83,0.7224999999999999,48
74,0.812403840463596,4.3100000000000005,0.43560000000000004,50
75,0.9695359714832658,6.47,0.0036000000000000064,1
76,0.9055385138137416,5.9,0.03240000000000002,24
77,0.8426149773176358,4.22,0.08410000000000002,68
78,0.9591663046625439,1.9,0.8464,27
79,0.916515138991168,2.57,0.7055999999999999,95
80,0.8306623862918074,4.21,0.4760999999999999,76
81,0.9539392014169457,4.29,0.8281000000000001,58
82,0.8660254037844386,2.9699999999999998,0.0625,2
83,0.916515138991168,3.93,0.02560000000000001,15
84,0.8660254037844386,6.5600000000000005,0.5625,99
85,0.8660254037844386,3.8,0.5625,55
86,0.916515138991168,4.07,0.7055999999999999,95
87,0.9110433579144299,4.13,0.6889,85
88,0.9695359714832658,2.45,0.8835999999999999,4
89,0.8,4.01,0.1296,100
90,0.8660254037844386,4.5600000000000005,0.5625,99
91,0.8426149773176358,5.72,0.5041,68
92,0.8888194417315589,5.37,0.6241000000000001,32
93,0.8246211251235321,6.07,0.10239999999999996,96
94,0.9273618495495703,4.89,0.7395999999999999,31
95,0.8544003745317531,4.08,0.5328999999999999,93
96,0.9219544457292888,6.35,0.022500000000000006,42
97,0.9219544457292888,5.35,0.7224999999999999,42
98,0.8717797887081347,5.27,0.5776,62
99,0.848528137423857,1.8,0.5184,56
100,0.7874007874011811,2.87,0.3844,34
101,0.938083151964686,2.83,0.7744,51
102,0.9055385138137416,3.93,0.6723999999999999,16
103,0.9695359714832658,4.83,0.0036000000000000064,44
104,0.9539392014169457,4.79,0.8281000000000001,58
105,0.8717797887081347,6.63,0.0576,86
106,0.9899494936611666,1.4300000000000002,0.9603999999999999,14
107,0.8426149773176358,5.41,0.08410000000000002,21
108,0.7874007874011811,5.37,0.3844,34
109,0.9746794344808963,6.41,0.9025,22
110,0.8831760866327847,2.79,0.6084,61
111,0.9055385138137416,5.9,0.03240000000000002,25
112,0.8246211251235321,3.57,0.4624000000000001,96
113,0.9486832980505138,4.73,0.81,67
114,0.9486832980505138,5.9399999999999995,0.009999999999999995,6
115,0.8185352771872451,5.9,0.4489000000000001,28
116,0.8426149773176358,5.65,0.08410000000000002,83
117,0.7874007874011811,3.31,0.3844,70
118,0.848528137423857,4.23,0.5184,72
119,0.5385164807134504,3.63,0.5041,88
120,0.8660254037844386,5.17,0.0625,81
121,0.8888194417315589,4.96,0.6241000000000001,3
122,0.8888194417315589,1.87,0.044099999999999986,32
123,0.848528137423857,2.73,0.5184,72
124,0.8717797887081347,4.33,0.5776,47
125,0.5385164807134504,4.13,0.0841,88
126,0.9219544457292888,5.34,0.022500000000000006,43
127,0.8660254037844386,5.47,0.5625,2
128,0.9,5.77,0.6561000000000001,63
129,0.9695359714832658,5.45,0.0036000000000000064,4
130,0.9486832980505138,4.95,0.81,5
131,0.9273618495495703,6.890000000000001,0.7395999999999999,31
132,0.9110433579144299,5.63,0.028900000000000012,85
133,0.916515138991168,2.07,0.7055999999999999,95
134,0.9055385138137416,5.62,0.6723999999999999,89
135,0.9539392014169457,2.9,0.008099999999999994,29
136,0.848528137423857,4.65,0.07840000000000001,82
137,0.9539392014169457,2.29,0.8281000000000001,58
138,0.9539392014169457,2.91,0.8281000000000001,20
139,0.9219544457292888,5.85,0.022500000000000006,42
140,0.9486832980505138,3.85,0.009999999999999995,40
141,0.8426149773176358,6.359999999999999,0.08410000000000002,36
142,0.8426149773176358,2.91,0.08410000000000002,21
143,0.7549834435270749,5.73,0.18490000000000004,71
144,0.8944271909999159,2.9,0.03999999999999998,30
145,0.8426149773176358,3.7199999999999998,0.5041,68
146,0.9486832980505138,5.35,0.009999999999999995,40
147,0.9539392014169457,4.4399999999999995,0.8281000000000001,9
148,0.714142842854285,4.63,0.24009999999999998,87
149,0.8831760866327847,3.79,0.04839999999999999,59
150,0.8888194417315589,5.87,0.6241000000000001,32
151,0.9219544457292888,6.35,0.7224999999999999,42
152,0.8717797887081347,1.13,0.5776,86
153,0.916515138991168,4.07,0.02560000000000001,95
154,0.9695359714832658,6.95,0.8835999999999999,4
155,0.9695359714832658,6.95,0.0036000000000000064,4
156,0.9899494936611666,5.93,0.0004000000000000007,14
157,0.5385164807134504,2.13,0.0841,88
158,0.9110433579144299,3.32,0.028900000000000012,49
159,0.8,6.51,0.1296,100
160,0.7549834435270749,4.73,0.18490000000000004,71
161,0.9327379053088815,4.85,0.7569,39
162,0.9273618495495703,4.9399999999999995,0.7395999999999999,10
163,0.8,2.01,0.1296,100
164,0.5385164807134504,4.63,0.0841,88
165,0.9486832980505138,6.359999999999999,0.009999999999999995,45
166,0.9327379053088815,2.86,0.016900000000000002,35
167,0.8717797887081347,1.83,0.0576,47
168,0.8,4.1,0.4096,92
169,0.7745966692414834,5.74,0.36,66
170,0.7745966692414834,2.7199999999999998,0.36,74
171,0.9695359714832658,6.97,0.8835999999999999,1
172,0.7615773105863908,2.82,0.3364,53
173,0.8544003745317531,5.82,0.5328999999999999,52
174,0.8774964387392122,2.7,0.05289999999999999,78
175,0.9695359714832658,5.97,0.0036000000000000064,1
176,0.9486832980505138,1.23,0.009999999999999995,67
177,0.9746794344808963,3.41,0.9025,22
178,0.9055385138137416,6.9,0.6723999999999999,24
179,0.8426149773176358,4.91,0.08410000000000002,21
180,0.8185352771872451,3.07,0.4489000000000001,97
181,0.9055385138137416,5.93,0.03240000000000002,16
182,0.812403840463596,5.3100000000000005,0.11559999999999998,50
183,0.9591663046625439,5.9,0.006399999999999993,27
184,0.8888194417315589,4.46,0.044099999999999986,3
185,0.8660254037844386,2.4699999999999998,0.0625,2
186,0.9055385138137416,6.26,0.03240000000000002,64
187,0.938083151964686,5.33,0.7744,51
188,0.9327379053088815,5.43,0.7569,13
189,0.848528137423857,5.3,0.07840000000000001,56
190,0.7874007874011811,1.31,0.1444,70
191,0.8246211251235321,6.8,0.10239999999999996,54
192,0.9486832980505138,2.93,0.81,7
193,0.9327379053088815,4.85,0.016900000000000002,37
194,0.9110433579144299,1.13,0.6889,85
195,0.916515138991168,4.57,0.02560000000000001,95
196,0.9327379053088815,6.85,0.016900000000000002,39
197,0.8831760866327847,2.79,0.6084,61
198,0.9327379053088815,6.43,0.7569,13
199,0.9643650760992956,5.21,0.004899999999999993,75
200,0.9055385138137416,4.93,0.6723999999999999,16
201,0.9273618495495703,3.44,0.7395999999999999,10
202,0.9486832980505138,4.36,0.009999999999999995,45
203,0.8246211251235321,6.8,0.10239999999999996,54
204,0.8246211251235321,2.3,0.4624000000000001,54
205,0.8185352771872451,3.07,0.4489000000000001,97
206,0.9899494936611666,6.43,0.9603999999999999,14
207,0.9695359714832658,3.83,0.0036000000000000064,44
208,0.9327379053088815,2.35,0.016900000000000002,37
209,0.8544003745317531,5.08,0.0729,93
210,0.848528137423857,6.65,0.07840000000000001,82
211,0.8185352771872451,4.07,0.10889999999999997,97
212,0.9486832980505138,2.44,0.81,6
213,0.9539392014169457,2.91,0.8281000000000001,20
214,0.7549834435270749,1.23,0.32489999999999997,71
215,0.848528137423857,4.8,0.5184,56
216,0.938083151964686,4.33,0.7744,51
217,0.7549834435270749,4.6,0.18490000000000004,90
218,0.9110433579144299,5.93,0.6889,12
219,0.9486832980505138,6.359999999999999,0.009999999999999995,45
220,0.848528137423857,5.15,0.07840000000000001,82
221,0.8888194417315589,5.87,0.6241000000000001,32
222,0.9055385138137416,1.76,0.6723999999999999,64
223,0.8544003745317531,5.58,0.5328999999999999,93
224,0.6708203932499369,5.29,0.2025,57
225,0.848528137423857,4.15,0.5184,82
226,0.9055385138137416,3.26,0.6723999999999999,64
227,0.9055385138137416,2.4,0.6723999999999999,24
228,0.8831760866327847,5.79,0.6084,61
229,0.9591663046625439,4.42,0.006399999999999993,18
230,0.8,2.01,0.1296,100
231,0.916515138991168,2.92,0.7055999999999999,19
232,0.714142842854285,6.13,0.24009999999999998,87
233,0.8660254037844386,5.17,0.0625,81
234,0.9695359714832658,5.9399999999999995,0.8835999999999999,8
235,0.8426149773176358,4.72,0.5041,68
236,0.7810249675906654,5.07,0.1521,98
237,0.7615773105863908,2.7199999999999998,0.17640000000000003,73
238,0.848528137423857,3.23,0.07840000000000001,72
239,0.7549834435270749,3.6,0.32489999999999997,90
240,0.938083151964686,4.33,0.7744,51
241,0.9486832980505138,6.37,0.81,33
242,0.8185352771872451,5.4,0.4489000000000001,28
243,0.8306623862918074,2.21,0.4760999999999999,76
244,0.8660254037844386,2.4699999999999998,0.5625,2
245,0.9327379053088815,2.93,0.016900000000000002,13
246,0.9219544457292888,6.84,0.7224999999999999,43
247,0.9695359714832658,1.33,0.8835999999999999,44
248,0.8774964387392122,2.71,0.5929,69
249,0.9746794344808963,3.91,0.0025000000000000044,22
250,0.9486832980505138,5.87,0.81,33
251,0.9539392014169457,3.2800000000000002,0.008099999999999994,60
252,0.8,5.51,0.4096,100
253,0.8888194417315589,5.96,0.6241000000000001,3
254,0.9110433579144299,4.43,0.6889,12
255,0.9591663046625439,6.92,0.8464,18
256,0.916515138991168,1.27,0.7055999999999999,65
257,0.9643650760992956,5.71,0.004899999999999993,75
258,0.9055385138137416,6.76,0.03240000000000002,64
259,0.8544003745317531,3.08,0.0729,93
260,0.9695359714832658,2.83,0.8835999999999999,44
261,0.6324555320336759,4.6,0.36,91
262,0.9110433579144299,5.82,0.6889,49
263,0.9539392014169457,1.9100000000000001,0.8281000000000001,20
264,0.6708203932499369,3.79,0.30250000000000005,57
265,0.8426149773176358,5.359999999999999,0.08410000000000002,36
266,0.8831760866327847,2.29,0.04839999999999999,61
267,0.8831760866327847,4.09,0.04839999999999999,94
268,0.9055385138137416,5.93,0.6723999999999999,16
269,0.9539392014169457,2.29,0.008099999999999994,58
270,0.8544003745317531,6.58,0.0729,93
271,0.9055385138137416,5.12,0.6723999999999999,89
272,0.9695359714832658,3.83,0.8835999999999999,44
273,0.9327379053088815,1.35,0.016900000000000002,37
274,0.9486832980505138,5.93,0.81,7
275,0.848528137423857,3.15,0.07840000000000001,82
276,0.8831760866327847,3.59,0.6084,94
277,0.9695359714832658,4.33,0.8835999999999999,44
278,0.9591663046625439,2.35,0.006399999999999993,38
279,0.9899494936611666,6.43,0.9603999999999999,14
280,0.714142842854285,3.94,0.24009999999999998,11
281,0.8888194417315589,5.37,0.6241000000000001,32
282,0.714142842854285,4.13,0.2601,87
283,0.8426149773176358,3.7199999999999998,0.5041,68
284,0.8831760866327847,4.29,0.6084,59
285,0.9219544457292888,6.35,0.022500000000000006,42
286,0.848528137423857,5.8,0.5184,56
287,0.9273618495495703,4.390000000000001,0.7395999999999999,31
288,0.8888194417315589,1.46,0.044099999999999986,3
289,0.9899494936611666,1.9300000000000002,0.0004000000000000007,14
290,0.9695359714832658,2.95,0.0036000000000000064,4
291,0.9055385138137416,1.9,0.6723999999999999,24
292,0.916515138991168,2.57,0.7055999999999999,95
293,0.9055385138137416,4.9,0.03240000000000002,24
294,0.8944271909999159,5.9,0.03999999999999998,30
295,0.9055385138137416,4.9,0.6723999999999999,25
296,0.806225774829855,4.17,0.42250000000000004,80
297,0.9110433579144299,5.93,0.028900000000000012,12
298,0.8660254037844386,2.56,0.0625,99
299,0.9273618495495703,6.890000000000001,0.019600000000000003,31
300,0.9486832980505138,2.44,0.009999999999999995,6
301,0.9327379053088815,3.93,0.016900000000000002,13
302,0.9,3.77,0.03609999999999998,63
303,0.9327379053088815,1.35,0.016900000000000002,37
304,0.9219544457292888,4.85,0.7224999999999999,42
305,0.9539392014169457,5.9399999999999995,0.8281000000000001,9
306,0.8,3.21,0.1296,77
307,0.714142842854285,4.63,0.24009999999999998,87
308,0.9110433579144299,2.82,0.028900000000000012,49
309,0.916515138991168,2.42,0.7055999999999999,19
310,0.9219544457292888,5.85,0.022500000000000006,42
311,0.9219544457292888,2.35,0.022500000000000006,42
312,0.9055385138137416,2.12,0.03240000000000002,89
313,0.9055385138137416,6.62,0.03240000000000002,89
314,0.9695359714832658,1.45,0.0036000000000000064,4
315,0.9486832980505138,3.94,0.81,6
316,0.9486832980505138,6.85,0.81,40
317,0.9110433579144299,3.63,0.6889,85
318,0.9219544457292888,5.34,0.022500000000000006,43
319,0.6708203932499369,6.79,0.30250000000000005,57
320,0.9539392014169457,2.41,0.8281000000000001,20
321,0.7745966692414834,3.2199999999999998,0.16000000000000003,74
322,0.9539392014169457,1.28,0.008099999999999994,60
323,0.8,3.71,0.4096,77
324,0.9327379053088815,4.35,0.016900000000000002,39
325,0.8888194417315589,5.96,0.6241000000000001,3
326,0.9055385138137416,3.76,0.03240000000000002,64
327,0.8544003745317531,6.58,0.0729,93
328,0.9219544457292888,5.35,0.7224999999999999,42
329,0.9591663046625439,6.85,0.006399999999999993,38
330,0.9327379053088815,6.359999999999999,0.016900000000000002,35
331,0.9539392014169457,3.9,0.008099999999999994,26
332,0.7681145747868608,3.33,0.16810000000000003,46
333,0.8426149773176358,6.72,0.08410000000000002,68
334,0.8717797887081347,1.27,0.5776,62
335,0.8717797887081347,2.83,0.0576,47
336,0.8831760866327847,5.29,0.6084,61
337,0.8185352771872451,4.57,0.4489000000000001,97
338,0.8831760866327847,3.79,0.04839999999999999,61
339,0.9433981132056604,5.4,0.012099999999999998,23
340,0.916515138991168,5.57,0.02560000000000001,95
341,0.9899494936611666,3.93,0.9603999999999999,14
342,0.8426149773176358,5.91,0.5041,21
343,0.9486832980505138,4.45,0.009999999999999995,5
344,0.916515138991168,4.43,0.7055999999999999,15
345,0.9899494936611666,3.93,0.9603999999999999,14
346,0.8774964387392122,5.21,0.05289999999999999,69
347,0.9899494936611666,3.93,0.0004000000000000007,14
348,0.9695359714832658,2.95,0.8835999999999999,4
349,0.714142842854285,2.94,0.24009999999999998,11
350,0.8426149773176358,3.65,0.08410000000000002,83
351,0.8831760866327847,3.79,0.6084,59
352,0.916515138991168,2.92,0.02560000000000001,19
353,0.8944271909999159,4.4,0.6400000000000001,30
354,0.8426149773176358,4.72,0.5041,68
355,0.9695359714832658,2.83,0.8835999999999999,44
356,0.8306623862918074,4.21,0.4760999999999999,76
357,0.7874007874011811,6.37,0.3844,34
358,0.9110433579144299,2.32,0.6889,49
359,0.9486832980505138,3.87,0.81,33
360,0.8246211251235321,2.07,0.4624000000000001,96
361,0.8660254037844386,2.3,0.5625,55
362,0.9110433579144299,4.32,0.028900000000000012,49
363,0.8831760866327847,6.29,0.6084,59
364,0.8544003745317531,2.08,0.0729,93
365,0.8246211251235321,6.3,0.10239999999999996,54
366,0.8717797887081347,3.33,0.5776,47
367,0.9695359714832658,4.33,0.0036000000000000064,44
368,0.9327379053088815,5.35,0.7569,37
369,0.9695359714832658,3.45,0.8835999999999999,4
370,0.8426149773176358,2.2199999999999998,0.5041,68
371,0.8544003745317531,2.58,0.5328999999999999,93
372,0.9591663046625439,5.35,0.006399999999999993,38
373,0.9327379053088815,6.85,0.7569,39
374,0.8660254037844386,2.67,0.5625,81
375,0.9327379053088815,6.359999999999999,0.016900000000000002,35
376,0.848528137423857,5.15,0.5184,82
377,0.9591663046625439,6.85,0.006399999999999993,38
378,0.8544003745317531,2.82,0.0729,52
379,0.9486832980505138,2.43,0.81,7
380,0.8,3.01,0.1296,100
381,0.9695359714832658,5.85,0.8835999999999999,41
382,0.8185352771872451,2.57,0.4489000000000001,97
383,0.806225774829855,5.17,0.42250000000000004,80
384,0.9055385138137416,5.76,0.03240000000000002,64
385,0.9486832980505138,5.37,0.009999999999999995,33
386,0.8306623862918074,3.21,0.09610000000000003,76
387,0.9539392014169457,5.9,0.8281000000000001,26
388,0.6708203932499369,2.29,0.2025,57
389,0.8888194417315589,3.87,0.6241000000000001,32
390,0.9110433579144299,2.13,0.6889,85
391,0.9695359714832658,5.47,0.0036000000000000064,1
392,0.9055385138137416,3.9,0.03240000000000002,24
393,0.9486832980505138,6.93,0.81,7
394,0.9327379053088815,2.35,0.7569,37
395,0.9055385138137416,5.4,0.03240000000000002,24
396,0.8544003745317531,2.58,0.5328999999999999,93
397,0.9055385138137416,4.4,0.6723999999999999,24
398,0.916515138991168,1.92,0.02560000000000001,19
399,0.9591663046625439,6.92,0.006399999999999993,18
400,0.9486832980505138,5.43,0.81,7
401,0.8831760866327847,4.59,0.6084,94
402,0.6708203932499369,5.79,0.30250000000000005,57
403,0.848528137423857,4.73,0.07840000000000001,72
404,0.9695359714832658,5.4399999999999995,0.0036000000000000064,8
405,0.8717797887081347,1.63,0.0576,86
406,0.8544003745317531,6.58,0.5328999999999999,93
407,0.9899494936611666,2.93,0.9603999999999999,14
408,0.9055385138137416,6.4,0.6723999999999999,25
409,0.8944271909999159,3.4,0.03999999999999998,30
410,0.9591663046625439,3.85,0.8464,38
411,0.916515138991168,4.07,0.02560000000000001,95
412,0.8246211251235321,5.07,0.4624000000000001,96
413,0.848528137423857,5.65,0.07840000000000001,82
414,0.916515138991168,5.57,0.7055999999999999,95
415,0.8831760866327847,5.29,0.04839999999999999,61
416,0.9327379053088815,4.85,0.016900000000000002,39
417,0.7874007874011811,2.31,0.3844,70
418,0.9110433579144299,4.43,0.6889,12
419,0.9110433579144299,4.82,0.6889,49
420,0.8660254037844386,2.56,0.5625,99
421,0.9539392014169457,4.41,0.008099999999999994,20
422,0.8,2.6,0.1296,92
423,0.8246211251235321,5.8,0.4624000000000001,54
424,0.9219544457292888,2.35,0.022500000000000006,42
425,0.848528137423857,4.8,0.07840000000000001,56
426,0.9273618495495703,4.39,0.7395999999999999,31
427,0.8246211251235321,3.3,0.10239999999999996,54
428,0.8426149773176358,4.41,0.5041,21
429,0.9695359714832658,6.83,0.0036000000000000064,44
430,0.9055385138137416,3.62,0.6723999999999999,89
431,0.8544003745317531,5.08,0.5328999999999999,93
432,0.9591663046625439,5.42,0.006399999999999993,18
433,0.9055385138137416,3.4,0.03240000000000002,25
434,0.8831760866327847,4.29,0.04839999999999999,61
435,0.9486832980505138,3.93,0.81,7
436,0.9055385138137416,3.4,0.6723999999999999,24
437,0.9899494936611666,6.93,0.0004000000000000007,14
438,0.812403840463596,5.3100000000000005,0.11559999999999998,50
439,0.8246211251235321,2.3,0.10239999999999996,54
440,0.8246211251235321,1.5699999999999998,0.10239999999999996,96
441,0.8246211251235321,4.3,0.4624000000000001,54
442,0.7810249675906654,5.07,0.1521,98
443,0.8306623862918074,5.21,0.4760999999999999,76
444,0.8185352771872451,4.4,0.4489000000000001,28
445,0.9486832980505138,5.73,0.81,67
446,0.8717797887081347,4.83,0.0576,47
447,0.9695359714832658,2.9699999999999998,0.0036000000000000064,1
448,0.9110433579144299,2.63,0.6889,85
449,0.9539392014169457,3.29,0.008099999999999994,58
450,0.9486832980505138,4.43,0.009999999999999995,7
451,0.9695359714832658,4.35,0.8835999999999999,41
452,0.9327379053088815,3.85,0.016900000000000002,37
453,0.9591663046625439,2.85,0.006399999999999993,38
454,0.8944271909999159,5.4,0.03999999999999998,30
455,0.9695359714832658,1.44,0.0036000000000000064,8
456,0.9539392014169457,1.28,0.8281000000000001,60
457,0.8306623862918074,1.71,0.09610000000000003,76
458,0.9695359714832658,5.47,0.8835999999999999,1
459,0.9110433579144299,3.93,0.6889,12
460,0.9486832980505138,5.93,0.009999999999999995,7
461,0.714142842854285,6.13,0.24009999999999998,87
462,0.9219544457292888,3.35,0.7224999999999999,42
463,0.9591663046625439,1.4,0.8464,27
464,0.6708203932499369,5.29,0.30250000000000005,57
465,0.9486832980505138,4.73,0.81,67
466,0.5385164807134504,6.13,0.5041,88
467,0.5385164807134504,4.63,0.0841,88
468,0.7874007874011811,5.3100000000000005,0.3844,70
469,0.9219544457292888,5.35,0.022500000000000006,42
470,0.8717797887081347,4.83,0.0576,47
471,0.9327379053088815,6.359999999999999,0.016900000000000002,35
472,0.8544003745317531,2.58,0.0729,93
473,0.9486832980505138,4.9399999999999995,0.81,6
474,0.9327379053088815,6.43,0.7569,13
475,0.9695359714832658,3.33,0.8835999999999999,44
476,0.9695359714832658,3.4699999999999998,0.8835999999999999,1
477,0.9327379053088815,2.35,0.016900000000000002,37
478,0.9695359714832658,2.4699999999999998,0.0036000000000000064,1
479,0.8185352771872451,4.9,0.10889999999999997,28
480,0.9899494936611666,4.43,0.9603999999999999,14
481,0.8717797887081347,3.83,0.5776,47
482,0.9055385138137416,6.76,0.6723999999999999,64
483,0.8426149773176358,5.91,0.5041,21
484,0.9486832980505138,2.73,0.009999999999999995,67
485,0.7681145747868608,5.83,0.16810000000000003,46
486,0.9327379053088815,1.8599999999999999,0.7569,35
487,0.938083151964686,1.33,0.0144,51
488,0.8544003745317531,3.32,0.5328999999999999,52
489,0.8831760866327847,6.29,0.6084,59
490,0.7874007874011811,4.37,0.3844,34
491,0.9110433579144299,4.63,0.6889,85
492,0.9695359714832658,5.9399999999999995,0.8835999999999999,8
493,0.8544003745317531,4.58,0.5328999999999999,93
494,0.9591663046625439,1.35,0.8464,38
495,0.9327379053088815,3.85,0.7569,37
496,0.9695359714832658,2.33,0.0036000000000000064,44
497,0.9110433579144299,3.13,0.6889,85
498,0.9899494936611666,4.93,0.0004000000000000007,14
499,0.916515138991168,5.57,0.7055999999999999,95
500,0.8888194417315589,6.96,0.044099999999999986,3
501,0.7810249675906654,1.5699999999999998,0.3721,98
502,0.9327379053088815,4.85,0.016900000000000002,39
503,0.8831760866327847,5.29,0.04839999999999999,61
504,0.8660254037844386,3.56,0.5625,99
505,0.8306623862918074,6.67,0.4760999999999999,79
506,0.7874007874011811,4.3100000000000005,0.1444,70
507,0.9,2.77,0.6561000000000001,63
508,0.9055385138137416,3.4,0.03240000000000002,25
509,0.9055385138137416,6.4,0.6723999999999999,25
510,0.8660254037844386,4.0600000000000005,0.0625,99
511,0.8544003745317531,1.08,0.5328999999999999,93
512,0.8888194417315589,2.46,0.6241000000000001,3
513,0.9539392014169457,6.4,0.008099999999999994,26
514,0.9486832980505138,5.43,0.81,7
515,0.9327379053088815,4.42,0.016900000000000002,17
516,0.8831760866327847,5.79,0.04839999999999999,61
517,0.5385164807134504,5.13,0.5041,88
518,0.9486832980505138,2.44,0.009999999999999995,6
519,0.8717797887081347,1.63,0.0576,86
520,0.9695359714832658,6.97,0.0036000000000000064,1
521,0.8717797887081347,5.77,0.5776,62
522,0.7745966692414834,4.140000000000001,0.16000000000000003,84
523,0.9539392014169457,2.41,0.8281000000000001,20
524,0.812403840463596,2.31,0.43560000000000004,50
525,0.9486832980505138,5.359999999999999,0.81,45
526,0.9746794344808963,4.41,0.0025000000000000044,22
527,0.8,5.01,0.4096,100
528,0.9055385138137416,4.26,0.03240000000000002,64
529,0.8,4.71,0.4096,77
530,0.5385164807134504,5.63,0.5041,88
531,0.9695359714832658,2.9699999999999998,0.8835999999999999,1
532,0.8774964387392122,3.21,0.5929,69
533,0.7615773105863908,6.22,0.3364,73
534,0.9055385138137416,3.26,0.6723999999999999,64
535,0.848528137423857,3.3,0.07840000000000001,56
536,0.848528137423857,5.65,0.07840000000000001,82
537,0.9539392014169457,5.9399999999999995,0.008099999999999994,9
538,0.9055385138137416,4.9,0.6723999999999999,25
539,0.9643650760992956,1.21,0.004899999999999993,75
540,0.9643650760992956,2.71,0.8649000000000001,75
541,0.9055385138137416,5.4,0.6723999999999999,25
542,0.9591663046625439,6.42,0.8464,18
543,0.7874007874011811,6.87,0.1444,34
544,0.9746794344808963,1.4100000000000001,0.0025000000000000044,22
545,0.8888194417315589,5.87,0.044099999999999986,32
546,0.8888194417315589,2.46,0.6241000000000001,3
547,0.9695359714832658,2.44,0.0036000000000000064,8
548,0.9643650760992956,2.21,0.004899999999999993,75
549,0.8717797887081347,3.63,0.5776,86
550,0.9055385138137416,4.4,0.03240000000000002,24
551,0.8306623862918074,3.71,0.09610000000000003,76
552,0.714142842854285,4.13,0.24009999999999998,87
553,0.9110433579144299,4.32,0.6889,49
554,0.8426149773176358,5.22,0.5041,68
555,0.9486832980505138,5.86,0.81,45
556,0.8831760866327847,6.59,0.04839999999999999,94
557,0.9273618495495703,4.9399999999999995,0.7395999999999999,10
558,0.9591663046625439,5.92,0.006399999999999993,18
559,0.9746794344808963,5.91,0.0025000000000000044,22
